chimei	genus	lat	lon	Geological period	fossil_type	Source
茨城県つくば市松代GS-TS-1	Celtis	36.064167	140.109444	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市松代GS-TS-1	Sapium	36.064167	140.109444	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市松代GS-TS-1	Ilex	36.064167	140.109444	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市松代GS-TS-1	Tilia	36.064167	140.109444	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市松代GS-TS-1	Elaeagnus	36.064167	140.109444	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市松代GS-TS-1	Fraxinus	36.064167	140.109444	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市観音台GS-TS-2	Salix	36.02388889	140.0991667	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市観音台GS-TS-2	Myrica	36.02388889	140.0991667	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市観音台GS-TS-2	Carya	36.02388889	140.0991667	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市観音台GS-TS-2	Juglans	36.02388889	140.0991667	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市観音台GS-TS-2	Carpinus	36.02388889	140.0991667	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市観音台GS-TS-2	Corylus	36.02388889	140.0991667	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市観音台GS-TS-2	Betula	36.02388889	140.0991667	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市観音台GS-TS-2	Alnus	36.02388889	140.0991667	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市観音台GS-TS-2	Fagus	36.02388889	140.0991667	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市観音台GS-TS-2	Quercus	36.02388889	140.0991667	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市観音台GS-TS-2	Quercus	36.02388889	140.0991667	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市観音台GS-TS-2	Castanea	36.02388889	140.0991667	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市観音台GS-TS-2	Castanopsis	36.02388889	140.0991667	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市観音台GS-TS-2	Ulmus	36.02388889	140.0991667	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市観音台GS-TS-2	Hemiptelea	36.02388889	140.0991667	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市観音台GS-TS-2	Celtis	36.02388889	140.0991667	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市観音台GS-TS-2	Liquidambar	36.02388889	140.0991667	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市観音台GS-TS-2	Tilia	36.02388889	140.0991667	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市観音台GS-TS-2	Elaeagnus	36.02388889	140.0991667	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市観音台GS-TS-2	Lagerstroemia	36.02388889	140.0991667	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市観音台GS-TS-2	Fraxinus	36.02388889	140.0991667	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市東GS-GM1	Salix	36.06166667	140.1327778	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市東GS-GM1	Myrica	36.06166667	140.1327778	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市東GS-GM1	Carya	36.06166667	140.1327778	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市東GS-GM1	Juglans	36.06166667	140.1327778	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市東GS-GM1	Carpinus	36.06166667	140.1327778	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市東GS-GM1	Corylus	36.06166667	140.1327778	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市東GS-GM1	Betula	36.06166667	140.1327778	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市東GS-GM1	Alnus	36.06166667	140.1327778	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市東GS-GM1	Fagus	36.06166667	140.1327778	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市東GS-GM1	Quercus	36.06166667	140.1327778	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市東GS-GM1	Quercus	36.06166667	140.1327778	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市東GS-GM1	Ulmus	36.06166667	140.1327778	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市東GS-GM1	Hemiptelea	36.06166667	140.1327778	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市東GS-GM1	Celtis	36.06166667	140.1327778	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市東GS-GM1	Liquidambar	36.06166667	140.1327778	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市東GS-GM1	Tilia	36.06166667	140.1327778	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市東GS-GM1	Camellia	36.06166667	140.1327778	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市東GS-GM1	Elaeagnus	36.06166667	140.1327778	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市東GS-GM1	Lagerstroemia	36.06166667	140.1327778	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
茨城県つくば市東GS-GM1	Fraxinus	36.06166667	140.1327778	Pleistocene	pollen	Sakata, NayaT, Nakazato, Nakazato & Nakazawa, 2018
長野県八千穂	Artemisia	36.10946185	138.4316767	Pleistocene	pollen	Saito, 1994
長野県八千穂	Lonicera	36.10946185	138.4316767	Pleistocene	pollen	Saito, 1994
長野県八千穂	Elaeagnus	36.10946185	138.4316767	Pleistocene	pollen	Saito, 1994
長野県八千穂	Tilia	36.10946185	138.4316767	Pleistocene	pollen	Saito, 1994
長野県八千穂	Acer	36.10946185	138.4316767	Pleistocene	pollen	Saito, 1994
長野県八千穂	Rhus	36.10946185	138.4316767	Pleistocene	pollen	Saito, 1994
長野県八千穂	Zelkova	36.10946185	138.4316767	Pleistocene	pollen	Saito, 1994
長野県八千穂	Ulmus	36.10946185	138.4316767	Pleistocene	pollen	Saito, 1994
長野県八千穂	Fagus	36.10946185	138.4316767	Pleistocene	pollen	Saito, 1994
長野県八千穂	Quercus	36.10946185	138.4316767	Pleistocene	pollen	Saito, 1994
長野県八千穂	Quercus	36.10946185	138.4316767	Pleistocene	pollen	Saito, 1994
長野県八千穂	Castanea	36.10946185	138.4316767	Pleistocene	pollen	Saito, 1994
長野県八千穂	Alnus	36.10946185	138.4316767	Pleistocene	pollen	Saito, 1994
長野県八千穂	Carpinus	36.10946185	138.4316767	Pleistocene	pollen	Saito, 1994
長野県八千穂	Betula	36.10946185	138.4316767	Pleistocene	pollen	Saito, 1994
長野県八千穂	Corylus	36.10946185	138.4316767	Pleistocene	pollen	Saito, 1994
長野県八千穂	Pterocarya	36.10946185	138.4316767	Pleistocene	pollen	Saito, 1994
長野県八千穂	Juglans	36.10946185	138.4316767	Pleistocene	pollen	Saito, 1994
山梨県白州町国境橋下流釜無川	Salix	35.85933065	138.2857448	Pleistocene	macrofossil	Noshiro, Minaki, Suzuki & Uematsu, 1987
山梨県白州町国境橋下流釜無川	Betula	35.85933065	138.2857448	Pleistocene	macrofossil	Noshiro, Minaki, Suzuki & Uematsu, 1987
山梨県白州町国境橋下流釜無川	Alnus	35.85933065	138.2857448	Pleistocene	macrofossil	Noshiro, Minaki, Suzuki & Uematsu, 1987
山梨県白州町国境橋下流釜無川	Prunus	35.85933065	138.2857448	Pleistocene	macrofossil	Noshiro, Minaki, Suzuki & Uematsu, 1987
山梨県白州町国境橋下流釜無川	Rubus	35.85933065	138.2857448	Pleistocene	macrofossil	Noshiro, Minaki, Suzuki & Uematsu, 1987
山梨県白州町国境橋下流釜無川	Sambucus	35.85933065	138.2857448	Pleistocene	macrofossil	Noshiro, Minaki, Suzuki & Uematsu, 1987
飯能－草花地域	Salix	35.839722	139.350833	Pleistocene	pollen	Ishii & Matsukawa, 2015
飯能－草花地域	Juglans	35.839722	139.350833	Pleistocene	pollen	Ishii & Matsukawa, 2015
飯能－草花地域	Corylus	35.839722	139.350833	Pleistocene	pollen	Ishii & Matsukawa, 2015
飯能－草花地域	Betula	35.839722	139.350833	Pleistocene	pollen	Ishii & Matsukawa, 2015
飯能－草花地域	Carpinus	35.839722	139.350833	Pleistocene	pollen	Ishii & Matsukawa, 2015
飯能－草花地域	Alnus	35.839722	139.350833	Pleistocene	pollen	Ishii & Matsukawa, 2015
飯能－草花地域	Castanea	35.839722	139.350833	Pleistocene	pollen	Ishii & Matsukawa, 2015
飯能－草花地域	Castanopsis	35.839722	139.350833	Pleistocene	pollen	Ishii & Matsukawa, 2015
飯能－草花地域	Quercus	35.839722	139.350833	Pleistocene	pollen	Ishii & Matsukawa, 2015
飯能－草花地域	Quercus	35.839722	139.350833	Pleistocene	pollen	Ishii & Matsukawa, 2015
飯能－草花地域	Fagus	35.839722	139.350833	Pleistocene	pollen	Ishii & Matsukawa, 2015
飯能－草花地域	Ulmus	35.839722	139.350833	Pleistocene	pollen	Ishii & Matsukawa, 2015
飯能－草花地域	Zelkova	35.839722	139.350833	Pleistocene	pollen	Ishii & Matsukawa, 2015
飯能－草花地域	Tilia	35.839722	139.350833	Pleistocene	pollen	Ishii & Matsukawa, 2015
飯能－草花地域	Elaeagnus	35.839722	139.350833	Pleistocene	pollen	Ishii & Matsukawa, 2015
秋川－多摩川地域	Salix	35.684444	139.403611	Pleistocene	pollen	Ishii & Matsukawa, 2015
秋川－多摩川地域	Juglans	35.684444	139.403611	Pleistocene	pollen	Ishii & Matsukawa, 2015
秋川－多摩川地域	Pterocarya	35.684444	139.403611	Pleistocene	pollen	Ishii & Matsukawa, 2015
秋川－多摩川地域	Platycarya	35.684444	139.403611	Pleistocene	pollen	Ishii & Matsukawa, 2015
秋川－多摩川地域	Corylus	35.684444	139.403611	Pleistocene	pollen	Ishii & Matsukawa, 2015
秋川－多摩川地域	Betula	35.684444	139.403611	Pleistocene	pollen	Ishii & Matsukawa, 2015
秋川－多摩川地域	Carpinus	35.684444	139.403611	Pleistocene	pollen	Ishii & Matsukawa, 2015
秋川－多摩川地域	Alnus	35.684444	139.403611	Pleistocene	pollen	Ishii & Matsukawa, 2015
秋川－多摩川地域	Castanea	35.684444	139.403611	Pleistocene	pollen	Ishii & Matsukawa, 2015
秋川－多摩川地域	Castanea	35.684444	139.403611	Pleistocene	pollen	Ishii & Matsukawa, 2015
秋川－多摩川地域	Castanopsis	35.684444	139.403611	Pleistocene	pollen	Ishii & Matsukawa, 2015
秋川－多摩川地域	Quercus	35.684444	139.403611	Pleistocene	pollen	Ishii & Matsukawa, 2015
秋川－多摩川地域	Quercus	35.684444	139.403611	Pleistocene	pollen	Ishii & Matsukawa, 2015
秋川－多摩川地域	Fagus	35.684444	139.403611	Pleistocene	pollen	Ishii & Matsukawa, 2015
秋川－多摩川地域	Ulmus	35.684444	139.403611	Pleistocene	pollen	Ishii & Matsukawa, 2015
秋川－多摩川地域	Zelkova	35.684444	139.403611	Pleistocene	pollen	Ishii & Matsukawa, 2015
秋川－多摩川地域	Chaenomeles	35.684444	139.403611	Pleistocene	pollen	Ishii & Matsukawa, 2015
秋川－多摩川地域	Ilex	35.684444	139.403611	Pleistocene	pollen	Ishii & Matsukawa, 2015
秋川－多摩川地域	Tilia	35.684444	139.403611	Pleistocene	pollen	Ishii & Matsukawa, 2015
秋川－多摩川地域	Elaeagnus	35.684444	139.403611	Pleistocene	pollen	Ishii & Matsukawa, 2015
秋川－多摩川地域	Viburnum	35.684444	139.403611	Pleistocene	pollen	Ishii & Matsukawa, 2015
秋川－多摩川地域	Fraxinus	35.684444	139.403611	Pleistocene	pollen	Ishii & Matsukawa, 2015
秋川－多摩川地域	Artemisia	35.684444	139.403611	Pleistocene	pollen	Ishii & Matsukawa, 2015
多摩丘陵北部地域	Salix	35.668889	139.311389	Pleistocene	pollen	Ishii & Matsukawa, 2015
多摩丘陵北部地域	Juglans	35.668889	139.311389	Pleistocene	pollen	Ishii & Matsukawa, 2015
多摩丘陵北部地域	Pterocarya	35.668889	139.311389	Pleistocene	pollen	Ishii & Matsukawa, 2015
多摩丘陵北部地域	Platycarya	35.668889	139.311389	Pleistocene	pollen	Ishii & Matsukawa, 2015
多摩丘陵北部地域	Corylus	35.668889	139.311389	Pleistocene	pollen	Ishii & Matsukawa, 2015
多摩丘陵北部地域	Betula	35.668889	139.311389	Pleistocene	pollen	Ishii & Matsukawa, 2015
多摩丘陵北部地域	Carpinus	35.668889	139.311389	Pleistocene	pollen	Ishii & Matsukawa, 2015
多摩丘陵北部地域	Alnus	35.668889	139.311389	Pleistocene	pollen	Ishii & Matsukawa, 2015
多摩丘陵北部地域	Castanea	35.668889	139.311389	Pleistocene	pollen	Ishii & Matsukawa, 2015
多摩丘陵北部地域	Castanopsis	35.668889	139.311389	Pleistocene	pollen	Ishii & Matsukawa, 2015
多摩丘陵北部地域	Quercus	35.668889	139.311389	Pleistocene	pollen	Ishii & Matsukawa, 2015
多摩丘陵北部地域	Quercus	35.668889	139.311389	Pleistocene	pollen	Ishii & Matsukawa, 2015
多摩丘陵北部地域	Fagus	35.668889	139.311389	Pleistocene	pollen	Ishii & Matsukawa, 2015
多摩丘陵北部地域	Ulmus	35.668889	139.311389	Pleistocene	pollen	Ishii & Matsukawa, 2015
多摩丘陵北部地域	Zelkova	35.668889	139.311389	Pleistocene	pollen	Ishii & Matsukawa, 2015
多摩丘陵北部地域	Ilex	35.668889	139.311389	Pleistocene	pollen	Ishii & Matsukawa, 2015
多摩丘陵北部地域	Tilia	35.668889	139.311389	Pleistocene	pollen	Ishii & Matsukawa, 2015
多摩丘陵北部地域	Elaeagnus	35.668889	139.311389	Pleistocene	pollen	Ishii & Matsukawa, 2015
多摩丘陵北部地域	Fraxinus	35.668889	139.311389	Pleistocene	pollen	Ishii & Matsukawa, 2015
多摩丘陵北部地域	Artemisia	35.668889	139.311389	Pleistocene	pollen	Ishii & Matsukawa, 2015
埼玉県菖蒲町町上大崎	Salix	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Myrica	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Carya	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Cyclocarya	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Juglans	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Carpinus	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Corylus	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Betula	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Alnus	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Alnus	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Fagus	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Fagus	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Fagus	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Quercus	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Quercus	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Quercus	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Castanea	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Castanopsis	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Ulmus	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Zelkova	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Ulmus	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Hemiptelea	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Celtis	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Liquidambar	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Deutzia	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Sapium	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Mallotus	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Rhus	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Ilex	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Euonymus	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Acer	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Parthenocissus	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Tilia	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Camellia	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Elaeagnus	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Lagerstroemia	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Cornus	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Diospyros	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Symplocos	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Styrax	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Ligustrum	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Fraxinus	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Viburnum	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Weigela	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Lonicera	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Humulus	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Alternanthera	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
埼玉県菖蒲町町上大崎	Artemisia	36.05611111	139.6011111	Pleistocene	pollen	Hongo, Naya, Yamaguchi & Mizuno, 2011
新潟県十日町市西部	Elaeagnus	37.14313923	138.7542909	Pleistocene	pollen	Yamanoi & Nitobe, 1970
新潟県十日町市西部	Tilia	37.14313923	138.7542909	Pleistocene	pollen	Yamanoi & Nitobe, 1970
新潟県十日町市西部	Carpinus	37.14313923	138.7542909	Pleistocene	pollen	Yamanoi & Nitobe, 1970
新潟県十日町市西部	Salix	37.14313923	138.7542909	Pleistocene	pollen	Yamanoi & Nitobe, 1970
新潟県十日町市西部	Quercus	37.14313923	138.7542909	Pleistocene	pollen	Yamanoi & Nitobe, 1970
新潟県十日町市西部	Betula	37.14313923	138.7542909	Pleistocene	pollen	Yamanoi & Nitobe, 1970
新潟県十日町市西部	Ilex	37.14313923	138.7542909	Pleistocene	pollen	Yamanoi & Nitobe, 1970
新潟県十日町市西部	Alnus	37.14313923	138.7542909	Pleistocene	pollen	Yamanoi & Nitobe, 1970
新潟県十日町市西部	Fagus	37.14313923	138.7542909	Pleistocene	pollen	Yamanoi & Nitobe, 1970
東京都西多摩郡瑞穂町狭山層	Fagus	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Fagus	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Quercus	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Quercus	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Quercus	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Zelkova	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Ficus	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Lindera	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Albizia	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Wisteria	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Acer	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Ilex	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Paliurus	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Fraxinus	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Salix	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Salix	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Salix	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Alnus	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Betula	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Carpinus	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Carpinus	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Ostrya	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Fagus	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Fagus	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Fagus	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Quercus	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Quercus	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Quercus	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Quercus	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
東京都西多摩郡瑞穂町狭山層	Quercus	35.77583333	139.3786111	Pleistocene	pollen	Momohara & Zhekun, 2017
